tag	spcode	x	y	dbh1	dbh2	dbh3	recr1	recr2	recr3	pom1	pom2	pom3	code1	code2	code3	mult1	mult2	mult3	date1	date2	date3
006954	ANNOHA	58.7	217.3	46	46	48	A	A	A	1	1	1	M	M	M	4	3	4	11/14/1994	11/26/1997	12/08/1998
006955	IXORFL	55.4	210.7	66	72	75	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006956	COPAAR	58.2	214.7	62	65	64	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006957	ANNOHA	59.9	212.2	48	52	52	A	A	A	1	1	1	M	M	M	6	6	6	11/14/1994	11/26/1997	12/08/1998
006958	POCHSE	56.3	206.9	369	365	367	A	A	A	1	1	1	Q	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006959	PROTTE	55.8	208.2	19	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006960	COU2CU	57.5	209.8	25	27	27	A	A	A	1	1	1	M	M	M	2	3	3	11/14/1994	11/26/1997	12/08/1998
006961	SOROAF	59.1	207.3	15	22	24	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006962	COU2CU	57.9	208.3	21	32	34	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006963	EUGEPR	58.9	200.3	29	39	35	A	A	A	1	1	1	M	M	M	2	2	2	11/14/1994	11/26/1997	12/08/1998
006964	POSOLA	57.5	201.5	89	104	106	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006965	FARAOC	56.8	202.9	19	-9	17	A	*	A	1	0	1	L	C	L	1	-9	1	11/14/1994	11/26/1997	12/08/1998
006966	EUGEPR	56.1	204.0	20	27	26	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006967	BROSAL	59.7	201.9	82	105	111	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006968	PROTTE	59.9	201.2	13	18	19	A	A	A	1	1	1	*	*	*	1	1	1	11/14/1994	11/26/1997	12/08/1998
006969	COU2CU	40.8	221.5	24	24	24	A	A	A	1	2	2	M	*	M	2	1	2	11/15/1994	11/26/1997	12/10/1998
006970	COU2CU	40.7	223.2	40	44	46	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006971	FARAOC	44.8	222.8	76	74	74	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006972	COU2CU	42.8	222.4	25	28	28	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006973	COU2CU	42.3	222.4	38	43	44	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006974	BROSAL	41.9	223.2	14	15	-1	A	A	D	1	1	0	*	*	DS	1	1	-1	11/15/1994	11/26/1997	12/10/1998
006975	BROSAL	45.0	226.0	193	199	206	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006976	FARAOC	44.8	226.3	67	76	78	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006977	IXORFL	43.8	225.5	37	39	39	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006978	SOROAF	43.5	225.6	27	26	26	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006979	STYLST	40.3	226.2	18	22	0	A	A	B	1	1	2	L	L	R	1	1	1	11/15/1994	11/26/1997	12/10/1998
006980	TRI2PL	40.9	228.7	79	79	80	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006981	SOROAF	41.0	229.8	32	33	0	A	A	B	1	1	2	*	*	R	1	1	1	11/15/1994	11/26/1997	12/10/1998
006982	FARAOC	44.9	229.0	62	61	61	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006983	CAVAPL	44.1	228.2	1041	1110	1131	A	A	A	1	1	1	B	B	B	1	1	1	11/15/1994	11/26/1997	12/10/1998
006984	FARAOC	44.3	230.6	69	58	62	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006985	OURALU	44.9	232.5	27	25	30	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006986	CHR2CA	40.3	236.7	21	22	22	A	A	A	1	1	1	*	L	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006987	SWARS1	41.6	238.3	172	175	175	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006988	FARAOC	49.0	235.3	42	44	45	A	A	A	1	2	2	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006989	ANACEX	46.3	239.6	437	479	459	A	A	A	1	1	2	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006990	SWARS1	48.6	238.5	20	20	20	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006991	FARAOC	49.6	230.3	54	60	60	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006992	SWARS1	47.4	231.3	13	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006993	ANACEX	46.1	232.9	541	560	560	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006994	BROSAL	45.5	233.2	13	14	14	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006995	POSOLA	45.9	233.1	19	21	21	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006996	COU2CU	47.0	233.3	22	26	26	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
006997	COU2CU	49.2	225.5	54	54	54	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
006998	COU2CU	47.9	225.4	56	-1	-1	A	D	D	1	0	0	*	DC	DT	1	-1	-1	11/15/1994	11/26/1997	12/10/1998
006999	SWARS1	47.3	226.6	119	120	120	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007000	EUGEPR	47.7	229.7	15	18	16	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
007001	ELAEOL	46.2	246.4	240	236	225	A	A	A	1	2	2	L	L	L	1	1	1	11/15/1994	11/27/1997	12/11/1998
007002	COU2CU	49.4	226.6	13	14	15	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
007003	HEISCO	49.2	220.1	31	31	44	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007004	COU2CU	48.9	221.3	36	39	40	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007005	BACTBA	48.1	220.7	40	40	40	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007006	COU2CU	45.2	221.1	57	63	61	A	A	A	1	1	1	M	*	M	3	1	3	11/15/1994	11/26/1997	12/10/1998
007007	COU2CU	45.6	222.4	14	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007008	COU2CU	48.3	224.3	13	15	16	A	A	A	1	1	1	L	L	*	2	1	1	11/15/1994	11/26/1997	12/10/1998
007009	TRI2PL	49.6	223.6	61	65	70	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007010	COU2CU	49.1	222.4	34	35	36	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007011	CAL2CA	48.9	222.7	334	342	343	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007012	COU2CU	48.5	222.1	24	24	24	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
007013	FARAOC	47.3	222.7	40	45	48	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007014	FARAOC	54.6	220.1	58	-1	-1	A	D	D	1	0	0	*	DS	DC	1	-1	-1	11/15/1994	11/26/1997	12/10/1998
007015	EUGEPR	53.6	220.5	15	16	17	A	A	A	1	1	1	M	*	M	2	1	2	11/15/1994	11/26/1997	12/10/1998
007016	PROTTE	52.3	220.5	17	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007017	FARAOC	50.4	221.8	49	53	55	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007018	FARAOC	50.4	223.7	53	56	57	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007019	SOROAF	51.2	224.7	15	15	16	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007020	INGAFA	53.5	221.0	36	40	40	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007021	POSOLA	53.6	225.5	40	43	43	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007022	BROSAL	50.5	226.4	23	24	24	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007023	SOROAF	50.2	228.2	23	26	26	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007024	SLOATE	50.7	229.5	38	28	28	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
007025	EUGEPR	50.8	229.4	10	10	11	A	A	A	1	1	1	L	L	L	1	1	1	11/15/1994	11/26/1997	12/10/1998
007026	TRI2PL	51.3	226.5	180	183	188	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007027	EUGEPR	51.9	227.1	21	23	24	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007028	EUGEPR	51.1	232.3	21	26	26	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007029	BROSAL	51.3	234.7	17	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007030	PROTTE	54.5	232.0	12	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/15/1994	11/26/1997	12/10/1998
007031	FARAOC	54.0	231.3	18	19	18	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007032	COU2CU	50.2	236.8	49	-1	-1	A	D	D	1	0	0	*	DC	DC	1	-1	-1	11/15/1994	11/26/1997	12/10/1998
007033	PROTTE	50.1	238.7	28	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007034	FARAOC	50.1	240.0	37	39	41	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007035	EUGEPR	52.0	239.1	16	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007036	FARAOC	53.8	239.9	12	15	16	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007037	TAB1RO	54.6	238.2	29	31	31	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007038	SOROAF	54.7	237.6	23	34	24	A	A	A	1	1	1	*	M	M	1	2	2	11/15/1994	11/26/1997	12/10/1998
007039	PICRLA	53.7	238.4	12	0	-1	A	B	D	1	2	0	L	R	DC	1	-1	-1	11/15/1994	11/26/1997	12/10/1998
007040	ALIBED	59.4	235.5	15	16	18	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007041	PIPERE	56.8	236.1	12	14	19	A	A	A	1	1	1	*	M	*	1	2	1	11/15/1994	11/26/1997	12/10/1998
007042	OURALU	55.0	238.1	11	13	11	A	A	A	1	1	1	*	*	*	2	1	1	11/15/1994	11/26/1997	12/10/1998
007043	BROSAL	56.4	239.8	14	-9	17	A	*	A	1	0	1	*	N	*	1	-9	1	11/15/1994	11/26/1997	12/10/1998
007044	BROSAL	58.5	239.8	16	-9	0	A	*	B	1	0	2	*	N	R	1	-9	1	11/15/1994	11/26/1997	12/10/1998
007045	SLOATE	59.8	238.9	16	18	18	A	A	A	1	1	1	*	L	L	2	1	1	11/15/1994	11/26/1997	12/10/1998
007046	AMAICO	58.2	238.3	16	16	15	A	A	A	1	1	1	*	L	L	1	1	1	11/15/1994	11/26/1997	12/10/1998
007047	BROSAL	58.0	237.0	19	28	18	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007048	COCCPA	57.1	238.0	22	25	27	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/26/1997	12/10/1998
007049	EUGEPR	59.9	230.8	27	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007050	CAL2CA	56.3	230.3	132	132	133	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007051	EUGEPR	55.4	228.0	14	14	15	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007052	BACTMA	57.9	228.8	27	-1	-1	A	D	D	1	0	0	*	DS	DS	1	-1	-1	11/15/1994	11/26/1997	12/10/1998
007053	IXORFL	59.4	220.1	172	177	180	A	A	A	1	1	1	*	*	L	1	1	1	11/15/1994	11/26/1997	12/10/1998
007054	SOROAF	55.3	222.1	10	10	10	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007055	PROTTE	56.8	223.4	17	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/26/1997	12/10/1998
007056	DALBRE	44.1	240.1	359	359	366	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007057	COCCPA	43.1	243.2	24	25	27	A	A	A	1	1	1	ML	ML	M	3	3	2	11/15/1994	11/27/1997	12/11/1998
007058	FARAOC	42.2	252.0	27	27	27	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007059	FARAOC	41.2	251.0	13	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007060	BROSAL	40.8	250.8	21	21	21	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007061	SWARS1	40.1	251.5	265	270	270	A	A	A	1	1	1	M	*	M	2	1	2	11/15/1994	11/27/1997	12/11/1998
007062	PROTTE	40.1	257.2	168	176	172	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007063	FARAOC	47.3	255.7	14	14	15	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/27/1997	12/11/1998
007064	COU2CU	45.7	257.2	28	28	29	A	A	A	1	1	1	*	M	M	1	2	2	11/15/1994	11/27/1997	12/11/1998
007065	EUGEPR	46.7	259.2	18	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007066	STYLST	47.3	259.6	27	27	31	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007067	COU2CU	48.7	258.6	42	44	44	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007068	ANACEX	47.6	259.9	980	1020	1030	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007069	ALIBED	47.1	257.4	20	23	23	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007070	ELAEOL	49.8	250.6	320	315	240	A	A	A	1	1	1	L	L	L	1	1	1	11/15/1994	11/27/1997	12/11/1998
007071	FARAOC	46.2	253.2	40	45	48	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007072	FARAOC	45.3	254.1	79	76	75	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007073	CUPASY	48.2	254.6	10	15	16	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007074	MACRGL	49.1	254.6	171	173	174	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007075	HEISCO	49.8	245.9	93	100	103	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007076	FARAOC	48.9	240.8	21	22	22	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007077	FARAOC	47.3	240.0	62	56	56	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007078	FARAOC	47.2	240.2	12	13	16	A	A	A	1	1	1	M	M	M	2	2	2	11/15/1994	11/27/1997	12/11/1998
007079	EUGEPR	46.4	240.7	12	12	12	A	A	A	1	1	1	L	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007080	EUGEPR	46.2	243.6	12	26	28	A	A	A	1	1	1	M	M	M	3	2	3	11/15/1994	11/27/1997	12/11/1998
007081	FARAOC	47.5	243.6	61	59	60	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007082	COU2CU	48.7	244.5	44	-1	-1	A	D	D	1	0	0	L	DC	DC	1	-1	-1	11/15/1994	11/27/1997	12/11/1998
007083	COU2CU	48.7	242.4	16	17	18	A	A	A	1	1	1	L	*	*	3	1	1	11/15/1994	11/27/1997	12/11/1998
007084	FARAOC	52.7	240.5	53	54	55	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007085	FARAOC	50.3	240.1	48	50	55	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007086	EUGEPR	50.3	240.5	20	20	21	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007087	AMAICO	50.3	243.1	17	16	17	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007088	EUGEPR	51.3	242.4	10	10	11	A	A	A	1	1	1	*	*	M	1	1	2	11/15/1994	11/27/1997	12/11/1998
007089	FARAOC	52.4	243.3	23	25	38	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007091	FARAOC	51.7	254.8	88	88	89	A	A	A	1	2	2	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007092	BROSAL	52.6	259.9	10	11	11	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007093	SCH1ZO	55.3	259.9	257	255	260	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007094	COPAAR	58.5	257.7	14	16	26	A	A	A	1	1	1	L	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007095	ZANTPR	55.4	252.2	12	14	15	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007096	BROSAL	57.7	246.3	80	83	85	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007097	PICRLA	59.9	249.2	16	19	21	A	A	A	1	1	1	*	*	*	1	1	1	11/15/1994	11/27/1997	12/11/1998
007098	SWARS1	55.4	240.3	212	221	220	A	A	A	1	1	1	MQ	MQ	M	2	2	2	11/15/1994	11/27/1997	12/11/1998
007099	BACTMA	42.4	260.8	29	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/16/1994	11/27/1997	12/14/1998
007100	BACTMA	40.5	261.6	26	-1	-1	A	D	D	1	0	0	*	DC	DT	1	-1	-1	11/16/1994	11/27/1997	12/14/1998
007101	LUEHSE	40.2	262.1	108	108	107	A	A	A	1	1	1	*	*	Q	1	1	1	11/16/1994	11/27/1997	12/14/1998
007102	PIPERE	40.4	263.3	72	64	64	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007103	PIPERE	41.3	263.3	84	87	87	A	A	A	1	1	1	M	M	M	3	3	3	11/16/1994	11/27/1997	12/14/1998
007104	FARAOC	40.7	264.4	52	55	56	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007105	STYLST	42.3	264.4	13	0	0	A	B	B	1	2	2	L	LR	*	1	-1	1	11/16/1994	11/27/1997	12/14/1998
007106	SWARS1	42.5	264.9	15	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007107	PIPERE	42.8	264.9	63	64	65	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007108	PROTTE	43.3	263.2	38	39	39	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007109	PROTTE	43.4	262.9	43	40	40	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007110	EUGEPR	42.7	266.0	16	17	18	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007111	PIPERE	41.6	266.9	56	57	57	A	A	A	1	1	1	M	M	M	2	2	2	11/16/1994	11/27/1997	12/14/1998
007112	IXORFL	41.6	269.5	21	26	29	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007113	*	42.3	269.9	57	-1	-1	A	D	D	1	0	0	*	DC	DN	1	-1	-1	11/16/1994	11/27/1997	12/14/1998
007114	FARAOC	43.4	270.6	56	51	53	A	A	A	1	1	1	M	M	M	2	2	3	11/16/1994	11/27/1997	12/14/1998
007115	FARAOC	41.1	273.6	48	49	49	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007116	EUGEPR	44.1	273.9	15	15	15	A	A	A	1	1	1	L	L	L	1	1	1	11/16/1994	11/27/1997	12/14/1998
007117	BROSAL	41.8	275.9	17	17	19	A	A	A	1	1	1	*	L	L	1	1	1	11/16/1994	11/27/1997	12/14/1998
007118	BROSAL	42.2	277.3	15	15	16	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007119	SWARS1	43.8	279.9	75	78	79	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007120	COU2CU	44.2	276.8	19	-1	-1	A	D	D	1	0	0	*	DC	DT	1	-1	-1	11/16/1994	11/27/1997	12/14/1998
007121	FARAOC	49.4	275.1	59	59	56	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007122	INGAFA	46.4	275.2	48	50	0	A	A	B	1	1	2	*	*	R	1	1	1	11/16/1994	11/27/1997	12/14/1998
007123	SOROAF	46.3	275.1	17	18	19	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007124	COU2CU	46.5	276.7	48	48	46	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007125	FARAOC	45.6	278.6	79	80	80	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007126	THEVAH	45.4	279.9	22	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/16/1994	11/27/1997	12/14/1998
007127	FARAOC	47.4	279.9	24	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007128	COU2CU	47.5	279.0	66	66	66	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007129	IXORFL	48.8	279.8	15	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007130	COU2CU	48.5	271.4	31	30	30	A	A	A	1	2	2	*	M	M	3	2	2	11/16/1994	11/27/1997	12/14/1998
007131	COU2CU	48.3	271.4	45	46	47	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007132	HEISCO	47.3	271.2	77	90	95	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007133	OURALU	46.7	273.1	15	15	15	A	A	A	1	1	1	M	M	M	2	2	2	11/16/1994	11/27/1997	12/14/1998
007134	ANACEX	47.3	274.9	193	190	190	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007135	FARAOC	45.6	269.5	24	25	25	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007136	FARAOC	46.2	269.9	77	84	85	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007137	COU2CU	48.5	269.5	86	93	93	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007138	EUGEPR	49.9	269.9	29	29	30	A	A	A	1	2	2	*	M	M	2	3	3	11/16/1994	11/27/1997	12/14/1998
007139	FARAOC	47.4	267.0	16	16	15	A	A	A	1	1	1	*	M	R	1	2	1	11/16/1994	11/27/1997	12/14/1998
007140	THEVAH	47.2	260.5	45	46	47	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007141	COU2CU	45.1	262.3	46	49	52	A	A	A	1	1	1	*	*	M	1	1	2	11/16/1994	11/27/1997	12/14/1998
007142	PROTTE	46.7	263.3	10	12	12	A	A	A	1	1	1	*	*	M	1	1	2	11/16/1994	11/27/1997	12/14/1998
007143	ALIBED	99.9	202.8	15	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/29/1994	11/17/1997	12/15/1998
007144	BROSAL	48.7	262.7	61	62	65	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007145	COU2CU	47.8	263.0	78	79	80	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007146	PROTTE	53.6	261.4	22	24	24	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007147	EUGEPR	51.7	260.7	17	11	11	A	A	A	1	1	1	*	*	L	1	1	1	11/16/1994	11/27/1997	12/14/1998
007148	PROTTE	51.9	261.4	19	21	21	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007150	HEISCO	54.7	263.7	15	22	27	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007151	ALIBED	54.4	262.1	15	-1	-1	A	D	D	1	0	0	L	DC	DN	1	-1	-1	11/16/1994	11/27/1997	12/14/1998
007152	EUGEPR	53.5	262.0	10	12	12	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007153	COU2CU	54.2	266.2	15	-1	-1	A	D	D	1	0	0	M	DS	DC	2	-1	-1	11/16/1994	11/27/1997	12/14/1998
007154	PROTTE	53.3	266.8	37	38	39	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007155	BROSAL	51.0	265.3	11	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/16/1994	11/27/1997	12/14/1998
007156	ALIBED	51.1	267.7	14	14	18	A	A	A	1	1	1	M	*	*	2	1	1	11/16/1994	11/27/1997	12/14/1998
007157	RINOLI	51.7	269.8	12	12	12	A	A	A	1	1	1	ML	L	L	2	1	1	11/16/1994	11/27/1997	12/14/1998
